id,Target
105236,Graduate
105237,Dropped
105238,Enrolled
105239,Enrolled
105240,Dropped
105241,Graduate
105242,Enrolled
105243,Graduate
105244,Graduate
105245,Dropped
105246,Graduate
105247,Graduate
105248,Dropped
105249,Dropped
105250,Graduate
105251,Dropped
105252,Graduate
105253,Enrolled
105254,Dropped
105255,Graduate
105256,Enrolled
105257,Graduate
105258,Enrolled
105259,Enrolled
105260,Dropped
105261,Graduate
105262,Dropped
105263,Graduate
105264,Dropped
105265,Enrolled
105266,Graduate
105267,Dropped
105268,Graduate
105269,Graduate
105270,Dropped
105271,Dropped
105272,Graduate
105273,Graduate
105274,Dropped
105275,Enrolled
105276,Enrolled
105277,Graduate
105278,Enrolled
105279,Dropped
105280,Enrolled
105281,Dropped
105282,Enrolled
105283,Graduate
105284,Dropped
105285,Enrolled
105286,Graduate
105287,Graduate
105288,Dropped
105289,Enrolled
105290,Dropped
105291,Graduate
105292,Graduate
105293,Graduate
105294,Graduate
105295,Dropped
105296,Graduate
105297,Dropped
105298,Enrolled
105299,Dropped
105300,Graduate
105301,Dropped
105302,Graduate
105303,Graduate
105304,Graduate
105305,Graduate
105306,Enrolled
105307,Dropped
105308,Enrolled
105309,Dropped
105310,Graduate
105311,Enrolled
105312,Dropped
105313,Graduate
105314,Enrolled
105315,Dropped
105316,Dropped
105317,Graduate
105318,Graduate
105319,Dropped
105320,Enrolled
105321,Graduate
105322,Graduate
105323,Dropped
105324,Dropped
105325,Dropped
105326,Graduate
105327,Enrolled
105328,Dropped
105329,Dropped
105330,Dropped
105331,Enrolled
105332,Graduate
105333,Dropped
105334,Graduate
105335,Dropped
105336,Dropped
105337,Enrolled
105338,Enrolled
105339,Dropped
105340,Dropped
105341,Enrolled
105342,Graduate
105343,Dropped
105344,Graduate
105345,Enrolled
105346,Dropped
105347,Dropped
105348,Dropped
105349,Dropped
105350,Enrolled
105351,Graduate
105352,Graduate
105353,Enrolled
105354,Graduate
105355,Graduate
105356,Graduate
105357,Dropped
105358,Dropped
105359,Graduate
105360,Enrolled
105361,Enrolled
105362,Graduate
105363,Enrolled
105364,Dropped
105365,Graduate
105366,Graduate
105367,Dropped
105368,Dropped
105369,Enrolled
105370,Dropped
105371,Graduate
105372,Graduate
105373,Enrolled
105374,Graduate
105375,Graduate
105376,Graduate
105377,Graduate
105378,Graduate
105379,Graduate
105380,Enrolled
105381,Graduate
105382,Enrolled
105383,Enrolled
105384,Graduate
105385,Dropped
105386,Graduate
105387,Enrolled
105388,Graduate
105389,Enrolled
105390,Graduate
105391,Graduate
105392,Graduate
105393,Graduate
105394,Enrolled
105395,Dropped
105396,Enrolled
105397,Enrolled
105398,Dropped
105399,Enrolled
105400,Graduate
105401,Dropped
105402,Graduate
105403,Graduate
105404,Dropped
105405,Dropped
105406,Dropped
105407,Dropped
105408,Enrolled
105409,Graduate
105410,Graduate
105411,Graduate
105412,Dropped
105413,Dropped
105414,Dropped
105415,Graduate
105416,Dropped
105417,Enrolled
105418,Enrolled
105419,Dropped
105420,Dropped
105421,Enrolled
105422,Graduate
105423,Dropped
105424,Dropped
105425,Enrolled
105426,Graduate
105427,Graduate
105428,Enrolled
105429,Enrolled
105430,Dropped
105431,Enrolled
105432,Graduate
105433,Graduate
105434,Enrolled
105435,Graduate
105436,Graduate
105437,Graduate
105438,Graduate
105439,Dropped
105440,Graduate
105441,Dropped
105442,Graduate
105443,Enrolled
105444,Graduate
105445,Graduate
105446,Dropped
105447,Graduate
105448,Dropped
105449,Graduate
105450,Enrolled
105451,Dropped
105452,Dropped
105453,Enrolled
105454,Dropped
105455,Dropped
105456,Graduate
105457,Graduate
105458,Enrolled
105459,Dropped
105460,Dropped
105461,Graduate
105462,Graduate
105463,Enrolled
105464,Graduate
105465,Graduate
105466,Graduate
105467,Enrolled
105468,Graduate
105469,Graduate
105470,Dropped
105471,Graduate
105472,Graduate
105473,Dropped
105474,Graduate
105475,Enrolled
105476,Graduate
105477,Dropped
105478,Graduate
105479,Enrolled
105480,Enrolled
105481,Graduate
105482,Enrolled
105483,Dropped
105484,Graduate
105485,Enrolled
105486,Graduate
105487,Dropped
105488,Graduate
105489,Graduate
105490,Dropped
105491,Graduate
105492,Enrolled
105493,Dropped
105494,Enrolled
105495,Dropped
105496,Graduate
105497,Dropped
105498,Dropped
105499,Dropped
105500,Dropped
105501,Enrolled
105502,Enrolled
105503,Dropped
105504,Graduate
105505,Graduate
105506,Dropped
105507,Enrolled
105508,Enrolled
105509,Graduate
105510,Graduate
105511,Graduate
105512,Dropped
105513,Graduate
105514,Graduate
105515,Enrolled
105516,Dropped
105517,Dropped
105518,Dropped
105519,Dropped
105520,Graduate
105521,Dropped
105522,Dropped
105523,Graduate
105524,Graduate
105525,Enrolled
105526,Graduate
105527,Enrolled
105528,Graduate
105529,Dropped
105530,Graduate
105531,Dropped
105532,Enrolled
105533,Enrolled
105534,Graduate
105535,Dropped
105536,Graduate
105537,Enrolled
105538,Graduate
105539,Graduate
105540,Dropped
105541,Enrolled
105542,Graduate
105543,Dropped
105544,Enrolled
105545,Graduate
105546,Graduate
105547,Enrolled
105548,Enrolled
105549,Enrolled
105550,Dropped
105551,Enrolled
105552,Dropped
105553,Dropped
105554,Graduate
105555,Graduate
105556,Enrolled
105557,Dropped
105558,Graduate
105559,Graduate
105560,Enrolled
105561,Graduate
105562,Graduate
105563,Graduate
105564,Graduate
105565,Enrolled
105566,Graduate
105567,Graduate
105568,Enrolled
105569,Dropped
105570,Dropped
105571,Graduate
105572,Dropped
105573,Enrolled
105574,Graduate
105575,Enrolled
105576,Enrolled
105577,Dropped
105578,Dropped
105579,Enrolled
105580,Graduate
105581,Dropped
105582,Dropped
105583,Dropped
105584,Graduate
105585,Graduate
105586,Graduate
105587,Dropped
105588,Dropped
105589,Graduate
105590,Graduate
105591,Graduate
105592,Dropped
105593,Graduate
105594,Dropped
105595,Enrolled
105596,Dropped
105597,Graduate
105598,Graduate
105599,Dropped
105600,Enrolled
105601,Enrolled
105602,Enrolled
105603,Dropped
105604,Graduate
105605,Graduate
105606,Graduate
105607,Dropped
105608,Graduate
105609,Dropped
105610,Enrolled
105611,Graduate
105612,Dropped
105613,Dropped
105614,Dropped
105615,Graduate
105616,Enrolled
105617,Graduate
105618,Dropped
105619,Graduate
105620,Dropped
105621,Dropped
105622,Enrolled
105623,Enrolled
105624,Graduate
105625,Dropped
105626,Enrolled
105627,Enrolled
105628,Dropped
105629,Dropped
105630,Graduate
105631,Enrolled
105632,Enrolled
105633,Dropped
105634,Graduate
105635,Dropped
105636,Enrolled
105637,Graduate
105638,Dropped
105639,Graduate
105640,Graduate
105641,Dropped
105642,Enrolled
105643,Enrolled
105644,Graduate
105645,Dropped
105646,Graduate
105647,Dropped
105648,Graduate
105649,Graduate
105650,Dropped
105651,Dropped
105652,Graduate
105653,Dropped
105654,Dropped
105655,Graduate
105656,Dropped
105657,Dropped
105658,Dropped
105659,Enrolled
105660,Graduate
105661,Enrolled
105662,Enrolled
105663,Dropped
105664,Dropped
105665,Graduate
105666,Enrolled
105667,Dropped
105668,Enrolled
105669,Enrolled
105670,Dropped
105671,Graduate
105672,Graduate
105673,Graduate
105674,Dropped
105675,Graduate
105676,Dropped
105677,Dropped
105678,Dropped
105679,Graduate
105680,Dropped
105681,Graduate
105682,Dropped
105683,Dropped
105684,Graduate
105685,Graduate
105686,Dropped
105687,Dropped
105688,Graduate
105689,Graduate
105690,Dropped
105691,Dropped
105692,Graduate
105693,Enrolled
105694,Graduate
105695,Enrolled
105696,Dropped
105697,Graduate
105698,Graduate
105699,Graduate
105700,Dropped
105701,Graduate
105702,Graduate
105703,Graduate
105704,Graduate
105705,Graduate
105706,Dropped
105707,Graduate
105708,Dropped
105709,Dropped
105710,Enrolled
105711,Dropped
105712,Graduate
105713,Enrolled
105714,Graduate
105715,Graduate
105716,Graduate
105717,Graduate
105718,Graduate
105719,Graduate
105720,Dropped
105721,Graduate
105722,Graduate
105723,Graduate
105724,Enrolled
105725,Dropped
105726,Graduate
105727,Dropped
105728,Dropped
105729,Dropped
105730,Graduate
105731,Dropped
105732,Graduate
105733,Enrolled
105734,Enrolled
105735,Dropped
105736,Dropped
105737,Dropped
105738,Graduate
105739,Graduate
105740,Enrolled
105741,Enrolled
105742,Graduate
105743,Enrolled
105744,Dropped
105745,Dropped
105746,Dropped
105747,Enrolled
105748,Graduate
105749,Dropped
105750,Dropped
105751,Enrolled
105752,Dropped
105753,Enrolled
105754,Graduate
105755,Graduate
105756,Dropped
105757,Dropped
105758,Graduate
105759,Graduate
105760,Dropped
105761,Graduate
105762,Graduate
105763,Enrolled
105764,Dropped
105765,Dropped
105766,Enrolled
105767,Enrolled
105768,Dropped
105769,Graduate
105770,Graduate
105771,Dropped
105772,Dropped
105773,Dropped
105774,Enrolled
105775,Dropped
105776,Graduate
105777,Dropped
105778,Enrolled
105779,Dropped
105780,Graduate
105781,Dropped
105782,Graduate
105783,Graduate
105784,Enrolled
105785,Dropped
105786,Enrolled
105787,Dropped
105788,Graduate
105789,Graduate
105790,Graduate
105791,Graduate
105792,Graduate
105793,Enrolled
105794,Graduate
105795,Dropped
105796,Dropped
105797,Graduate
105798,Dropped
105799,Graduate
105800,Graduate
105801,Graduate
105802,Graduate
105803,Graduate
105804,Dropped
105805,Dropped
105806,Graduate
105807,Dropped
105808,Dropped
105809,Enrolled
105810,Graduate
105811,Graduate
105812,Dropped
105813,Enrolled
105814,Graduate
105815,Enrolled
105816,Dropped
105817,Graduate
105818,Graduate
105819,Graduate
105820,Dropped
105821,Dropped
105822,Enrolled
105823,Enrolled
105824,Dropped
105825,Dropped
105826,Dropped
105827,Dropped
105828,Graduate
105829,Dropped
105830,Dropped
105831,Enrolled
105832,Graduate
105833,Dropped
105834,Graduate
105835,Dropped
105836,Enrolled
105837,Graduate
105838,Dropped
105839,Dropped
105840,Dropped
105841,Enrolled
105842,Graduate
105843,Enrolled
105844,Enrolled
105845,Enrolled
105846,Graduate
105847,Dropped
105848,Graduate
105849,Dropped
105850,Dropped
105851,Graduate
105852,Graduate
105853,Dropped
105854,Enrolled
105855,Enrolled
105856,Graduate
105857,Graduate
105858,Graduate
105859,Dropped
105860,Dropped
105861,Graduate
105862,Enrolled
105863,Graduate
105864,Graduate
105865,Dropped
105866,Graduate
105867,Graduate
105868,Dropped
105869,Enrolled
105870,Dropped
105871,Graduate
105872,Graduate
105873,Graduate
105874,Graduate
105875,Dropped
105876,Graduate
105877,Enrolled
105878,Dropped
105879,Graduate
105880,Enrolled
105881,Graduate
105882,Enrolled
105883,Dropped
105884,Dropped
105885,Dropped
105886,Graduate
105887,Graduate
105888,Dropped
105889,Dropped
105890,Graduate
105891,Dropped
105892,Graduate
105893,Dropped
105894,Graduate
105895,Graduate
105896,Enrolled
105897,Dropped
105898,Graduate
105899,Graduate
105900,Dropped
105901,Graduate
105902,Graduate
105903,Graduate
105904,Enrolled
105905,Graduate
105906,Graduate
105907,Graduate
105908,Graduate
105909,Graduate
105910,Dropped
105911,Enrolled
105912,Dropped
105913,Graduate
105914,Graduate
105915,Graduate
105916,Graduate
105917,Graduate
105918,Dropped
105919,Graduate
105920,Dropped
105921,Graduate
105922,Enrolled
105923,Graduate
105924,Graduate
105925,Dropped
105926,Graduate
105927,Graduate
105928,Graduate
105929,Graduate
105930,Graduate
105931,Graduate
105932,Enrolled
105933,Graduate
105934,Graduate
105935,Dropped
105936,Enrolled
105937,Graduate
105938,Dropped
105939,Graduate
105940,Graduate
105941,Graduate
105942,Dropped
105943,Dropped
105944,Graduate
105945,Graduate
105946,Graduate
105947,Enrolled
105948,Graduate
105949,Enrolled
105950,Dropped
105951,Dropped
105952,Dropped
105953,Dropped
105954,Graduate
105955,Graduate
105956,Graduate
105957,Enrolled
105958,Graduate
105959,Dropped
105960,Dropped
105961,Dropped
105962,Dropped
105963,Dropped
105964,Graduate
105965,Graduate
105966,Enrolled
105967,Graduate
105968,Graduate
105969,Enrolled
105970,Graduate
105971,Graduate
105972,Graduate
105973,Enrolled
105974,Graduate
105975,Graduate
105976,Graduate
105977,Graduate
105978,Graduate
105979,Enrolled
105980,Dropped
105981,Graduate
105982,Dropped
105983,Dropped
105984,Dropped
105985,Dropped
105986,Graduate
105987,Graduate
105988,Graduate
105989,Dropped
105990,Dropped
105991,Graduate
105992,Dropped
105993,Dropped
105994,Enrolled
105995,Dropped
105996,Dropped
105997,Dropped
105998,Graduate
105999,Graduate
106000,Graduate
106001,Enrolled
106002,Enrolled
106003,Dropped
106004,Graduate
106005,Graduate
106006,Enrolled
106007,Graduate
106008,Graduate
106009,Dropped
106010,Graduate
106011,Dropped
106012,Dropped
106013,Enrolled
106014,Graduate
106015,Dropped
106016,Graduate
106017,Enrolled
106018,Graduate
106019,Dropped
106020,Dropped
106021,Dropped
106022,Enrolled
106023,Dropped
106024,Graduate
106025,Graduate
106026,Graduate
106027,Dropped
106028,Dropped
106029,Enrolled
106030,Dropped
106031,Graduate
106032,Graduate
106033,Dropped
106034,Dropped
106035,Dropped
106036,Dropped
106037,Dropped
106038,Graduate
106039,Graduate
106040,Dropped
106041,Dropped
106042,Dropped
106043,Graduate
106044,Graduate
106045,Enrolled
106046,Dropped
106047,Graduate
106048,Dropped
106049,Graduate
106050,Dropped
106051,Dropped
106052,Enrolled
106053,Graduate
106054,Graduate
106055,Graduate
106056,Dropped
106057,Dropped
106058,Graduate
106059,Graduate
106060,Enrolled
106061,Dropped
106062,Graduate
106063,Dropped
106064,Graduate
106065,Graduate
106066,Dropped
106067,Graduate
106068,Enrolled
106069,Graduate
106070,Graduate
106071,Dropped
106072,Enrolled
106073,Graduate
106074,Graduate
106075,Dropped
106076,Graduate
106077,Enrolled
106078,Dropped
106079,Graduate
106080,Dropped
106081,Graduate
106082,Dropped
106083,Enrolled
106084,Graduate
106085,Graduate
106086,Dropped
106087,Enrolled
106088,Graduate
106089,Enrolled
106090,Graduate
106091,Dropped
106092,Graduate
106093,Graduate
106094,Dropped
106095,Graduate
106096,Dropped
106097,Graduate
106098,Enrolled
106099,Dropped
106100,Dropped
106101,Dropped
106102,Graduate
106103,Enrolled
106104,Dropped
106105,Graduate
106106,Graduate
106107,Graduate
106108,Graduate
106109,Dropped
106110,Graduate
106111,Enrolled
106112,Graduate
106113,Dropped
106114,Graduate
106115,Dropped
106116,Dropped
106117,Graduate
106118,Graduate
106119,Graduate
106120,Dropped
106121,Dropped
106122,Dropped
106123,Graduate
106124,Dropped
106125,Graduate
106126,Graduate
106127,Enrolled
106128,Enrolled
106129,Enrolled
106130,Graduate
106131,Graduate
106132,Graduate
106133,Dropped
106134,Enrolled
106135,Dropped
106136,Graduate
106137,Enrolled
106138,Dropped
106139,Dropped
106140,Graduate
106141,Enrolled
106142,Enrolled
106143,Dropped
106144,Graduate
106145,Graduate
106146,Graduate
106147,Dropped
106148,Dropped
106149,Dropped
106150,Dropped
106151,Dropped
106152,Dropped
106153,Dropped
106154,Enrolled
106155,Dropped
106156,Dropped
106157,Enrolled
106158,Dropped
106159,Dropped
106160,Graduate
106161,Enrolled
106162,Dropped
106163,Graduate
106164,Dropped
106165,Graduate
106166,Enrolled
106167,Dropped
106168,Enrolled
106169,Dropped
106170,Graduate
106171,Dropped
106172,Dropped
106173,Dropped
106174,Graduate
106175,Dropped
106176,Dropped
106177,Dropped
106178,Dropped
106179,Graduate
106180,Enrolled
106181,Dropped
106182,Dropped
106183,Enrolled
106184,Graduate
106185,Graduate
106186,Dropped
106187,Graduate
106188,Dropped
106189,Dropped
106190,Graduate
106191,Enrolled
106192,Dropped
106193,Graduate
106194,Dropped
106195,Dropped
106196,Dropped
106197,Graduate
106198,Graduate
106199,Graduate
106200,Graduate
106201,Graduate
106202,Dropped
106203,Graduate
106204,Enrolled
106205,Graduate
106206,Enrolled
106207,Enrolled
106208,Graduate
106209,Graduate
106210,Enrolled
106211,Enrolled
106212,Dropped
106213,Enrolled
106214,Dropped
106215,Enrolled
106216,Graduate
106217,Graduate
106218,Enrolled
106219,Enrolled
106220,Enrolled
106221,Enrolled
106222,Graduate
106223,Graduate
106224,Dropped
106225,Enrolled
106226,Dropped
106227,Graduate
106228,Graduate
106229,Dropped
106230,Enrolled
106231,Dropped
106232,Dropped
106233,Enrolled
106234,Enrolled
106235,Graduate
106236,Graduate
106237,Graduate
106238,Graduate
106239,Graduate
106240,Dropped
106241,Dropped
106242,Graduate
106243,Dropped
106244,Enrolled
106245,Enrolled
106246,Graduate
106247,Graduate
106248,Graduate
106249,Graduate
106250,Dropped
106251,Graduate
106252,Enrolled
106253,Dropped
106254,Enrolled
106255,Dropped
106256,Enrolled
106257,Graduate
106258,Enrolled
106259,Graduate
106260,Graduate
106261,Dropped
106262,Enrolled
106263,Graduate
106264,Graduate
106265,Enrolled
106266,Graduate
106267,Graduate
106268,Dropped
106269,Dropped
106270,Graduate
106271,Dropped
106272,Graduate
106273,Enrolled
106274,Dropped
106275,Dropped
106276,Graduate
106277,Dropped
106278,Dropped
106279,Graduate
106280,Graduate
106281,Graduate
106282,Dropped
106283,Enrolled
106284,Dropped
106285,Graduate
106286,Enrolled
106287,Graduate
106288,Graduate
106289,Dropped
106290,Graduate
106291,Enrolled
106292,Graduate
106293,Graduate
106294,Enrolled
106295,Enrolled
106296,Graduate
106297,Graduate
106298,Dropped
106299,Graduate
106300,Dropped
106301,Dropped
106302,Enrolled
106303,Graduate
106304,Graduate
106305,Graduate
106306,Graduate
106307,Graduate
106308,Graduate
106309,Graduate
106310,Enrolled
106311,Dropped
106312,Enrolled
106313,Graduate
106314,Dropped
106315,Graduate
106316,Dropped
106317,Graduate
106318,Dropped
106319,Enrolled
106320,Dropped
106321,Enrolled
106322,Graduate
106323,Graduate
106324,Graduate
106325,Dropped
106326,Dropped
106327,Graduate
106328,Graduate
106329,Graduate
106330,Dropped
106331,Graduate
106332,Graduate
106333,Enrolled
106334,Dropped
106335,Dropped
106336,Graduate
106337,Dropped
106338,Graduate
106339,Dropped
106340,Graduate
106341,Graduate
106342,Dropped
106343,Dropped
106344,Graduate
106345,Graduate
106346,Dropped
106347,Dropped
106348,Dropped
106349,Graduate
106350,Enrolled
106351,Graduate
106352,Dropped
106353,Enrolled
106354,Graduate
106355,Graduate
106356,Dropped
106357,Graduate
106358,Enrolled
106359,Enrolled
106360,Graduate
106361,Enrolled
106362,Dropped
106363,Enrolled
106364,Dropped
106365,Graduate
106366,Dropped
106367,Graduate
106368,Dropped
106369,Dropped
106370,Dropped
106371,Graduate
106372,Enrolled
106373,Graduate
106374,Graduate
106375,Graduate
106376,Graduate
106377,Graduate
106378,Dropped
106379,Enrolled
106380,Dropped
106381,Enrolled
106382,Graduate
106383,Graduate
106384,Graduate
106385,Graduate
106386,Enrolled
106387,Enrolled
106388,Dropped
106389,Enrolled
106390,Dropped
106391,Enrolled
106392,Dropped
106393,Enrolled
106394,Graduate
106395,Dropped
106396,Enrolled
106397,Enrolled
106398,Dropped
106399,Graduate
106400,Graduate
106401,Dropped
106402,Graduate
106403,Graduate
106404,Graduate
106405,Dropped
106406,Dropped
106407,Dropped
106408,Enrolled
106409,Dropped
106410,Graduate
106411,Enrolled
106412,Dropped
106413,Enrolled
106414,Enrolled
106415,Dropped
106416,Dropped
106417,Graduate
106418,Graduate
106419,Enrolled
106420,Enrolled
106421,Enrolled
106422,Enrolled
106423,Enrolled
106424,Dropped
106425,Graduate
106426,Dropped
106427,Graduate
106428,Dropped
106429,Dropped
106430,Graduate
106431,Enrolled
106432,Graduate
106433,Graduate
106434,Dropped
106435,Graduate
106436,Dropped
106437,Graduate
106438,Dropped
106439,Enrolled
106440,Dropped
106441,Enrolled
106442,Graduate
106443,Graduate
106444,Dropped
106445,Graduate
106446,Enrolled
106447,Graduate
106448,Dropped
106449,Enrolled
106450,Graduate
106451,Dropped
106452,Dropped
106453,Dropped
106454,Graduate
106455,Dropped
106456,Dropped
106457,Dropped
106458,Dropped
106459,Enrolled
106460,Enrolled
106461,Dropped
106462,Graduate
106463,Dropped
106464,Dropped
106465,Graduate
106466,Graduate
106467,Dropped
106468,Dropped
106469,Graduate
106470,Enrolled
106471,Enrolled
106472,Enrolled
106473,Enrolled
106474,Dropped
106475,Dropped
106476,Enrolled
106477,Dropped
106478,Dropped
106479,Dropped
106480,Dropped
106481,Graduate
106482,Graduate
106483,Dropped
106484,Graduate
106485,Enrolled
106486,Graduate
106487,Graduate
106488,Graduate
106489,Graduate
106490,Dropped
106491,Graduate
106492,Enrolled
106493,Dropped
106494,Graduate
106495,Dropped
106496,Dropped
106497,Graduate
106498,Graduate
106499,Graduate
106500,Dropped
106501,Enrolled
106502,Graduate
106503,Enrolled
106504,Dropped
106505,Enrolled
106506,Graduate
106507,Dropped
106508,Graduate
106509,Graduate
106510,Dropped
106511,Enrolled
106512,Graduate
106513,Graduate
106514,Dropped
106515,Graduate
106516,Graduate
106517,Dropped
106518,Enrolled
106519,Dropped
106520,Dropped
106521,Enrolled
106522,Dropped
106523,Dropped
106524,Graduate
106525,Enrolled
106526,Dropped
106527,Graduate
106528,Enrolled
106529,Dropped
106530,Graduate
106531,Dropped
106532,Enrolled
106533,Graduate
106534,Enrolled
106535,Graduate
106536,Graduate
106537,Dropped
106538,Enrolled
106539,Enrolled
106540,Dropped
106541,Enrolled
106542,Enrolled
106543,Graduate
106544,Enrolled
106545,Dropped
106546,Dropped
106547,Dropped
106548,Graduate
106549,Dropped
106550,Enrolled
106551,Enrolled
106552,Dropped
106553,Graduate
106554,Dropped
106555,Graduate
106556,Graduate
106557,Enrolled
106558,Enrolled
106559,Graduate
106560,Graduate
106561,Enrolled
106562,Graduate
106563,Enrolled
106564,Graduate
106565,Graduate
106566,Graduate
106567,Dropped
106568,Graduate
106569,Dropped
106570,Graduate
106571,Graduate
106572,Graduate
106573,Dropped
106574,Enrolled
106575,Dropped
106576,Graduate
106577,Graduate
106578,Enrolled
106579,Dropped
106580,Dropped
106581,Dropped
106582,Graduate
106583,Graduate
106584,Dropped
106585,Graduate
106586,Dropped
106587,Enrolled
106588,Dropped
106589,Graduate
106590,Dropped
106591,Enrolled
106592,Enrolled
106593,Dropped
106594,Dropped
106595,Graduate
106596,Graduate
106597,Dropped
106598,Dropped
106599,Graduate
106600,Graduate
106601,Graduate
106602,Dropped
106603,Dropped
106604,Enrolled
106605,Dropped
106606,Dropped
106607,Graduate
106608,Graduate
106609,Dropped
106610,Dropped
106611,Dropped
106612,Dropped
106613,Graduate
106614,Graduate
106615,Graduate
106616,Dropped
106617,Graduate
106618,Graduate
106619,Dropped
106620,Graduate
106621,Enrolled
106622,Enrolled
106623,Graduate
106624,Graduate
106625,Dropped
106626,Enrolled
106627,Dropped
106628,Dropped
106629,Graduate
106630,Dropped
106631,Dropped
106632,Graduate
106633,Dropped
106634,Graduate
106635,Graduate
106636,Dropped
106637,Enrolled
106638,Graduate
106639,Dropped
106640,Graduate
106641,Dropped
106642,Graduate
106643,Graduate
106644,Graduate
106645,Graduate
106646,Graduate
106647,Enrolled
106648,Dropped
106649,Dropped
106650,Enrolled
106651,Dropped
106652,Dropped
106653,Enrolled
106654,Dropped
106655,Dropped
106656,Dropped
106657,Enrolled
106658,Graduate
106659,Dropped
106660,Enrolled
106661,Enrolled
106662,Graduate
106663,Graduate
106664,Graduate
106665,Enrolled
106666,Graduate
106667,Graduate
106668,Graduate
106669,Graduate
106670,Graduate
106671,Graduate
106672,Graduate
106673,Graduate
106674,Graduate
106675,Dropped
106676,Graduate
106677,Graduate
106678,Dropped
106679,Enrolled
106680,Graduate
106681,Dropped
106682,Graduate
106683,Graduate
106684,Graduate
106685,Graduate
106686,Enrolled
106687,Graduate
106688,Graduate
106689,Dropped
106690,Graduate
106691,Graduate
106692,Graduate
106693,Dropped
106694,Graduate
106695,Dropped
106696,Dropped
106697,Graduate
106698,Dropped
106699,Dropped
106700,Enrolled
106701,Enrolled
106702,Dropped
106703,Graduate
106704,Graduate
106705,Enrolled
106706,Dropped
106707,Graduate
106708,Graduate
106709,Dropped
106710,Graduate
106711,Graduate
106712,Graduate
106713,Dropped
106714,Dropped
106715,Dropped
106716,Graduate
106717,Graduate
106718,Enrolled
106719,Enrolled
106720,Dropped
106721,Graduate
106722,Dropped
106723,Graduate
106724,Graduate
106725,Enrolled
106726,Graduate
106727,Enrolled
106728,Dropped
106729,Enrolled
106730,Dropped
106731,Dropped
106732,Graduate
106733,Graduate
106734,Dropped
106735,Graduate
106736,Graduate
106737,Graduate
106738,Dropped
106739,Dropped
106740,Graduate
106741,Graduate
106742,Enrolled
106743,Enrolled
106744,Dropped
106745,Graduate
106746,Dropped
106747,Dropped
106748,Graduate
106749,Graduate
106750,Graduate
106751,Graduate
106752,Graduate
106753,Dropped
106754,Dropped
106755,Dropped
106756,Graduate
106757,Enrolled
106758,Graduate
106759,Dropped
106760,Graduate
106761,Graduate
106762,Graduate
106763,Dropped
106764,Graduate
106765,Graduate
106766,Dropped
106767,Dropped
106768,Dropped
106769,Dropped
106770,Dropped
106771,Graduate
106772,Graduate
106773,Graduate
106774,Graduate
106775,Graduate
106776,Graduate
106777,Enrolled
106778,Dropped
106779,Dropped
106780,Dropped
106781,Graduate
106782,Dropped
106783,Graduate
106784,Graduate
106785,Enrolled
106786,Enrolled
106787,Dropped
106788,Graduate
106789,Enrolled
106790,Dropped
106791,Graduate
106792,Graduate
106793,Graduate
106794,Graduate
106795,Enrolled
106796,Dropped
106797,Graduate
106798,Graduate
106799,Graduate
106800,Enrolled
106801,Dropped
106802,Graduate
106803,Graduate
106804,Graduate
106805,Enrolled
106806,Dropped
106807,Enrolled
106808,Dropped
106809,Dropped
106810,Graduate
106811,Dropped
106812,Graduate
106813,Dropped
106814,Graduate
106815,Graduate
106816,Dropped
106817,Graduate
106818,Dropped
106819,Graduate
106820,Enrolled
106821,Dropped
106822,Enrolled
106823,Graduate
106824,Dropped
106825,Graduate
106826,Graduate
106827,Dropped
106828,Graduate
106829,Dropped
106830,Graduate
106831,Graduate
106832,Graduate
106833,Graduate
106834,Graduate
106835,Dropped
106836,Dropped
106837,Dropped
106838,Dropped
106839,Dropped
106840,Dropped
106841,Graduate
106842,Dropped
106843,Dropped
106844,Dropped
106845,Dropped
106846,Enrolled
106847,Dropped
106848,Graduate
106849,Dropped
106850,Dropped
106851,Dropped
106852,Enrolled
106853,Dropped
106854,Dropped
106855,Graduate
106856,Graduate
106857,Dropped
106858,Dropped
106859,Enrolled
106860,Enrolled
106861,Dropped
106862,Enrolled
106863,Enrolled
106864,Graduate
106865,Graduate
106866,Graduate
106867,Dropped
106868,Dropped
106869,Enrolled
106870,Dropped
106871,Graduate
106872,Enrolled
106873,Dropped
106874,Dropped
106875,Graduate
106876,Dropped
106877,Dropped
106878,Graduate
106879,Graduate
106880,Graduate
106881,Dropped
106882,Dropped
106883,Graduate
106884,Enrolled
106885,Dropped
106886,Graduate
106887,Graduate
106888,Graduate
106889,Enrolled
106890,Dropped
106891,Enrolled
106892,Dropped
106893,Dropped
106894,Dropped
106895,Dropped
106896,Graduate
106897,Dropped
106898,Dropped
106899,Graduate
106900,Enrolled
106901,Enrolled
106902,Enrolled
106903,Dropped
106904,Dropped
106905,Dropped
106906,Dropped
106907,Enrolled
106908,Graduate
106909,Graduate
106910,Enrolled
106911,Dropped
106912,Dropped
106913,Graduate
106914,Dropped
106915,Graduate
106916,Enrolled
106917,Enrolled
106918,Graduate
106919,Dropped
106920,Dropped
106921,Enrolled
106922,Dropped
106923,Graduate
106924,Dropped
106925,Dropped
106926,Graduate
106927,Enrolled
106928,Graduate
106929,Dropped
106930,Enrolled
106931,Graduate
106932,Graduate
106933,Graduate
106934,Enrolled
106935,Dropped
106936,Enrolled
106937,Dropped
106938,Dropped
106939,Graduate
106940,Graduate
